le,x,y,pol
24923,91,66,1
24950,118,66,1
8696,120,67,0
19533,77,24,1
1147,123,8,0
1762,98,13,0
2293,117,17,0
2132,84,16,0
2514,82,19,0
4397,45,34,0
24774,70,65,1
25149,61,68,1
20600,120,32,1
24946,114,66,1
19068,124,20,1
1878,86,14,0
24441,121,62,1
1775,111,13,0
19836,124,26,1
25026,66,67,1
19010,66,20,1
1857,65,14,0
25288,72,69,1
20729,121,33,1
24750,46,65,1
4813,77,37,0
24382,62,62,1
20347,123,30,1
3696,112,28,0
25060,100,67,1
27726,78,88,1
24945,113,66,1
24893,61,66,1
1639,103,12,0
2492,60,19,0
24288,96,61,1
24753,49,65,1
25010,50,67,1
20727,119,33,1
20727,119,33,1
24882,50,66,1
25163,75,68,1
2499,67,19,0
25049,89,67,1
3669,85,28,0
2353,49,18,0
29628,60,103,1
2259,83,17,0
18419,115,15,1
24928,96,66,1
1867,75,14,0
24779,75,65,1
24784,80,65,1
24634,58,64,1
21364,116,38,1
24940,108,66,1
24627,51,64,1
1748,84,13,0
24767,63,65,1
24931,99,66,1
24931,99,66,1
2618,58,20,0
2412,108,18,0
25162,74,68,1
24363,43,62,1
1645,109,12,0
1982,62,15,0
2554,122,19,0
24785,81,65,1
24508,60,63,1
24912,80,66,1
1986,66,15,0
29163,107,99,1
1272,120,9,0
24750,46,65,1
24656,80,64,1
3313,113,25,0
24952,120,66,1
3193,121,24,0
1860,68,14,0
25078,118,67,1
3828,116,29,0
2099,51,16,0
2505,73,19,0
24900,68,66,1
24954,122,66,1
1740,76,13,0
24270,78,61,1
1978,58,15,0
3567,111,27,0
26676,52,80,1
25018,58,67,1
27360,96,85,1
24775,71,65,1
2003,83,15,0
24814,110,65,1
24924,92,66,1
24764,60,65,1
2013,93,15,0
2105,57,16,0
26312,72,77,1
20599,119,32,1
1752,88,13,0
24758,54,65,1
20553,73,32,1
24948,116,66,1
25285,69,69,1
6444,44,50,0
1018,122,7,0
2483,51,19,0
24802,98,65,1
20725,117,33,1
24929,97,66,1
4806,70,37,0
26321,81,77,1
1745,81,13,0
18671,111,17,1
2901,85,22,0
2662,102,20,0
25084,124,67,1
25313,97,69,1
2106,58,16,0
1755,91,13,0
18417,113,15,1
25042,82,67,1
24937,105,66,1
1644,108,12,0
20724,116,33,1
20470,118,31,1
25174,86,68,1
1858,66,14,0
24894,62,66,1
2616,56,20,0
2500,68,19,0
2285,109,17,0
25906,50,74,1
25057,97,67,1
24879,47,66,1
4899,35,38,0
5291,43,41,0
2921,105,22,0
24632,56,64,1
21109,117,36,1
23998,62,59,1
1866,74,14,0
2113,65,16,0
20089,121,28,1
3952,112,30,0
1628,92,12,0
25147,59,68,1
24822,118,65,1
20980,116,35,1
2137,89,16,0
19892,52,27,1
24801,97,65,1
20313,89,30,1
2356,52,18,0
5754,122,44,0
636,124,4,0
3829,117,29,0
26056,72,75,1
24945,113,66,1
25142,54,68,1
26100,116,75,1
24550,102,63,1
19437,109,23,1
2999,55,23,0
25407,63,70,1
2812,124,21,0
2115,67,16,0
4831,95,37,0
8236,44,64,0
2131,83,16,0
5628,124,43,0
22008,120,43,1
18162,114,13,1
22110,94,44,1
25195,107,68,1
20854,118,34,1
25062,102,67,1
24930,98,66,1
24512,64,63,1
1759,95,13,0
24904,72,66,1
13492,52,105,0
2148,100,16,0
25027,67,67,1
20218,122,29,1
19246,46,22,1
2493,61,19,0
2000,80,15,0
2520,88,19,0
1730,66,13,0
24272,80,61,1
24886,54,66,1
24944,112,66,1
4860,124,37,0
24371,51,62,1
2224,48,17,0
25268,52,69,1
3826,114,29,0
25283,67,69,1
2166,118,16,0
25154,66,68,1
24910,78,66,1
25077,117,67,1
24789,85,65,1
1627,91,12,0
18543,111,16,1
25014,54,67,1
24781,77,65,1
5494,118,42,0
20600,120,32,1
4179,83,32,0
21291,43,38,1
3065,121,23,0
3448,120,26,0
18289,113,14,1
24957,125,66,1
24943,111,66,1
3959,119,30,0
6187,43,48,0
2140,92,16,0
1856,64,14,0
24900,68,66,1
2386,82,18,0
4601,121,35,0
24892,60,66,1
24892,60,66,1
1649,113,12,0
1895,103,14,0
24775,71,65,1
24525,77,63,1
24926,94,66,1
8564,116,66,0
2136,88,16,0
25524,52,71,1
24905,73,66,1
18926,110,19,1
24888,56,66,1
1776,112,13,0
25074,114,67,1
1522,114,11,0
26602,106,79,1
5612,108,43,0
25025,65,67,1
2262,86,17,0
20472,120,31,1
3954,114,30,0
1144,120,8,0
20064,96,28,1
25213,125,68,1
24626,50,64,1
1867,75,14,0
20166,70,29,1
25069,109,67,1
3824,112,29,0
24903,71,66,1
25187,99,68,1
19964,124,27,1
1639,103,12,0
2009,89,15,0
23119,79,52,1
2260,84,17,0
1630,94,12,0
24897,65,66,1
25082,122,67,1
25046,86,67,1
24817,113,65,1
24821,117,65,1
5500,124,42,0
1648,112,12,0
5594,90,43,0
6442,42,50,0
5495,119,42,0
3953,113,30,0
3146,74,24,0
1877,85,14,0
25023,63,67,1
1518,110,11,0
24647,71,64,1
24774,70,65,1
2867,51,22,0
17401,121,7,1
1767,103,13,0
24420,100,62,1
25032,72,67,1
1880,88,14,0
1740,76,13,0
21283,35,38,1
24511,63,63,1
24493,45,63,1
3554,98,27,0
2015,95,15,0
24934,102,66,1
18922,106,19,1
3955,115,30,0
25078,118,67,1
1745,81,13,0
18521,89,16,1
1978,58,15,0
25066,106,67,1
26553,57,79,1
26594,98,79,1
24888,56,66,1
29128,72,99,1
19453,125,23,1
25313,97,69,1
2507,75,19,0
2017,97,15,0
3184,112,24,0
24879,47,66,1
24904,72,66,1
2001,81,15,0
24633,57,64,1
5496,120,42,0
2023,103,15,0
24757,53,65,1
25073,113,67,1
2124,76,16,0
24797,93,65,1
24755,51,65,1
2105,57,16,0
24889,57,66,1
24947,115,66,1
24895,63,66,1
3374,46,26,0
5163,43,40,0
3885,45,30,0
19639,55,25,1
2353,49,18,0
25068,108,67,1
28746,74,96,1
1587,51,12,0
2299,123,17,0
1733,69,13,0
2005,85,15,0
21997,109,43,1
8763,59,68,0
20091,123,28,1
1741,77,13,0
20575,95,32,1
24906,74,66,1
27082,74,83,1
8422,102,65,0
1739,75,13,0
24506,58,63,1
26597,101,79,1
25024,64,67,1
2139,91,16,0
25079,119,67,1
4783,47,37,0
19567,111,24,1
1889,97,14,0
1526,118,11,0
19911,71,27,1
2106,58,16,0
24900,68,66,1
1768,104,13,0
19568,112,24,1
25421,77,70,1
24769,65,65,1
20588,108,32,1
24764,60,65,1
25067,107,67,1
25064,104,67,1
18808,120,18,1
2251,75,17,0
1765,101,13,0
24794,90,65,1
24795,91,65,1
19834,122,26,1
24800,96,65,1
24365,45,62,1
25212,124,68,1
19696,112,25,1
1508,100,11,0
1911,119,14,0
25014,54,67,1
1632,96,12,0
29802,106,104,1
4083,115,31,0
25012,52,67,1
2548,116,19,0
24773,69,65,1
26707,83,80,1
25579,107,71,1
18738,50,18,1
1859,67,14,0
24919,87,66,1
19181,109,21,1
25061,101,67,1
2096,48,16,0
1971,51,15,0
2026,106,15,0
2119,71,16,0
20089,121,28,1
20090,122,28,1
24548,100,63,1
5675,43,44,0
3139,67,24,0
25660,60,72,1
1770,106,13,0
26609,113,79,1
25053,93,67,1
18288,112,14,1
2267,91,17,0
1878,86,14,0
27963,59,90,1
1745,81,13,0
1645,109,12,0
24496,48,63,1
26226,114,76,1
24660,84,64,1
1875,83,14,0
1743,79,13,0
25296,80,69,1
24279,87,61,1
24878,46,66,1
24817,113,65,1
2751,63,21,0
18682,122,17,1
5624,120,43,0
28860,60,97,1
20946,82,35,1
2679,119,20,0
25020,60,67,1
3448,120,26,0
18035,115,12,1
25777,49,73,1
5111,119,39,0
5111,119,39,0
1760,96,13,0
19778,66,26,1
21109,117,36,1
24379,59,62,1
21215,95,37,1
24814,110,65,1
5754,122,44,0
1764,100,13,0
24435,115,62,1
24881,49,66,1
25054,94,67,1
3697,113,28,0
1638,102,12,0
3312,112,25,0
5881,121,45,0
26615,119,79,1
24910,78,66,1
24635,59,64,1
24685,109,64,1
24147,83,60,1
25400,56,70,1
24693,117,64,1
24816,112,65,1
25547,75,71,1
2127,79,16,0
25793,65,73,1
1616,80,12,0
24953,121,66,1
1630,94,12,0
24782,78,65,1
1995,75,15,0
24755,51,65,1
25031,71,67,1
24889,57,66,1
24754,50,65,1
8675,99,67,0
18416,112,15,1
24692,116,64,1
25050,90,67,1
1748,84,13,0
25069,109,67,1
24370,50,62,1
19789,77,26,1
25784,56,73,1
24627,51,64,1
19669,85,25,1
24512,64,63,1
1756,92,13,0
3568,112,27,0
24679,103,64,1
1754,90,13,0
2243,67,17,0
24236,44,61,1
1865,73,14,0
24680,104,64,1
24655,79,64,1
27330,66,85,1
2021,101,15,0
24809,105,65,1
4465,113,34,0
25411,67,70,1
24772,68,65,1
24645,69,64,1
6442,42,50,0
1863,71,14,0
5498,122,42,0
1767,103,13,0
4268,44,33,0
19004,60,20,1
18799,111,18,1
24389,69,62,1
20715,107,33,1
18926,110,19,1
1864,72,14,0
22109,93,44,1
1988,68,15,0
2131,83,16,0
1850,58,14,0
1882,90,14,0
24926,94,66,1
18139,91,13,1
2767,79,21,0
23566,14,56,1
25455,111,70,1
1892,100,14,0
2167,119,16,0
1898,106,14,0
3701,117,28,0
2940,124,22,0
25028,68,67,1
25042,82,67,1
24918,86,66,1
25074,114,67,1
24562,114,63,1
25319,103,69,1
2104,56,16,0
29924,100,105,1
24773,69,65,1
18110,62,13,1
24786,82,65,1
20471,119,31,1
2407,103,18,0
27635,115,87,1
24365,45,62,1
1757,93,13,0
3567,111,27,0
24911,79,66,1
24624,48,64,1
2391,87,18,0
1848,56,14,0
20596,116,32,1
24768,64,65,1
2495,63,19,0
6186,42,48,0
24496,48,63,1
24806,102,65,1
24641,65,64,1
29285,101,100,1
27855,79,89,1
24808,104,65,1
16637,125,1,1
1779,115,13,0
24367,47,62,1
2761,73,21,0
30061,109,106,1
25418,74,70,1
3757,45,29,0
20218,122,29,1
24545,97,63,1
1762,98,13,0
24891,59,66,1
1735,71,13,0
5547,43,43,0
24509,61,63,1
24916,84,66,1
24697,121,64,1
24902,70,66,1
24492,44,63,1
24820,116,65,1
22697,41,49,1
5035,43,39,0
1914,122,14,0
30168,88,107,1
8273,81,64,0
24387,67,62,1
5370,122,41,0
18271,95,14,1
25271,55,69,1
19402,74,23,1
2862,46,22,0
20140,44,29,1
25026,66,67,1
1970,50,15,0
19961,121,27,1
2022,102,15,0
25073,113,67,1
24025,89,59,1
25085,125,67,1
24904,72,66,1
24635,59,64,1
27084,76,83,1
24798,94,65,1
28666,122,95,1
29039,111,98,1
20219,123,29,1
25066,106,67,1
1633,97,12,0
24515,67,63,1
24890,58,66,1
24949,117,66,1
24895,63,66,1
24757,53,65,1
1876,84,14,0
18898,82,19,1
2549,117,19,0
24755,51,65,1
1753,89,13,0
24811,107,65,1
24627,51,64,1
25047,87,67,1
24784,80,65,1
21445,69,39,1
23896,88,58,1
24664,88,64,1
24395,75,62,1
1743,79,13,0
5501,125,42,0
1904,112,14,0
24678,102,64,1
3179,107,24,0
2512,80,19,0
1530,122,11,0
19053,109,20,1
24815,111,65,1
25027,67,67,1
24681,105,64,1
24781,77,65,1
5368,120,41,0
2255,79,17,0
29892,68,105,1
1888,96,14,0
22005,117,43,1
24957,125,66,1
25056,96,67,1
4217,121,32,0
24644,68,64,1
25166,78,68,1
24751,47,65,1
3446,118,26,0
19818,106,26,1
25012,52,67,1
1515,107,11,0
24813,109,65,1
888,120,6,0
1724,60,13,0
24235,43,61,1
1760,96,13,0
1760,96,13,0
25547,75,71,1
3130,58,24,0
24189,125,60,1
1660,124,12,0
4331,107,33,0
1985,65,15,0
25029,69,67,1
24553,105,63,1
1980,60,15,0
25450,106,70,1
24397,77,62,1
637,125,4,0
27229,93,84,1
10827,75,84,0
24888,56,66,1
3142,70,24,0
1854,62,14,0
24414,94,62,1
26561,65,79,1
2619,59,20,0
2607,47,20,0
24636,60,64,1
3438,110,26,0
3571,115,27,0
1655,119,12,0
25071,111,67,1
25041,81,67,1
29404,92,101,1
8364,44,65,0
5036,44,39,0
1894,102,14,0
19444,116,23,1
24908,76,66,1
24758,54,65,1
19142,70,21,1
1748,84,13,0
25045,85,67,1
25064,104,67,1
24365,45,62,1
24247,55,61,1
24768,64,65,1
23368,72,54,1
26303,63,77,1
20091,123,28,1
2678,118,20,0
24903,71,66,1
20252,28,30,1
1648,112,12,0
24675,99,64,1
5240,120,40,0
5371,123,41,0
1858,66,14,0
24817,113,65,1
1730,66,13,0
1621,85,12,0
24669,93,64,1
3442,114,26,0
24803,99,65,1
25022,62,67,1
24771,67,65,1
24790,86,65,1
24825,121,65,1
24633,57,64,1
20344,120,30,1
26176,64,76,1
24882,50,66,1
19453,125,23,1
24501,53,63,1
24679,103,64,1
19187,115,21,1
1862,70,14,0
24888,56,66,1
24902,70,66,1
24825,121,65,1
2251,75,17,0
8540,92,66,0
26483,115,78,1
7209,41,56,0
19961,121,27,1
24403,83,62,1
3318,118,25,0
1850,58,14,0
24776,72,65,1
1848,56,14,0
25909,53,74,1
25158,70,68,1
3953,113,30,0
19960,120,27,1
24793,89,65,1
24545,97,63,1
1735,71,13,0
24242,50,61,1
24688,112,64,1
24946,114,66,1
2878,62,22,0
9166,78,71,0
24673,97,64,1
24665,89,64,1
24685,109,64,1
24658,82,64,1
24915,83,66,1
24502,54,63,1
2124,76,16,0
1773,109,13,0
1739,75,13,0
24885,53,66,1
1733,69,13,0
24780,76,65,1
1988,68,15,0
24769,65,65,1
3698,114,28,0
26812,60,81,1
2557,125,19,0
24679,103,64,1
5561,57,43,0
24664,88,64,1
4318,94,33,0
1914,122,14,0
5626,122,43,0
1997,77,15,0
2547,115,19,0
21700,68,41,1
24495,47,63,1
3574,118,27,0
9167,79,71,0
24788,84,65,1
19309,109,22,1
20534,54,32,1
6826,42,53,0
1775,111,13,0
24810,106,65,1
24515,67,63,1
1856,64,14,0
25204,116,68,1
25016,56,67,1
25709,109,72,1
24948,116,66,1
26848,96,81,1
24517,69,63,1
4268,44,33,0
24498,50,63,1
2478,46,19,0
1508,100,11,0
24887,55,66,1
5562,58,43,0
5495,119,42,0
4349,125,33,0
24906,74,66,1
24957,125,66,1
24622,46,64,1
24496,48,63,1
6254,110,48,0
20089,121,28,1
1633,97,12,0
24239,47,61,1
20658,50,33,1
24678,102,64,1
20979,115,35,1
4543,63,35,0
24807,103,65,1
4345,121,33,0
24637,61,64,1
1604,68,12,0
20469,117,31,1
20216,120,29,1
24897,65,66,1
24520,72,63,1
3319,119,25,0
24363,43,62,1
24818,114,65,1
24522,74,63,1
8533,85,66,0
1497,89,11,0
5579,75,43,0
24806,102,65,1
24552,104,63,1
24567,119,63,1
20218,122,29,1
2745,57,21,0
1887,95,14,0
24379,59,62,1
24691,115,64,1
25029,69,67,1
24275,83,61,1
7338,42,57,0
1620,84,12,0
24364,44,62,1
24365,45,62,1
20849,113,34,1
24816,112,65,1
1971,51,15,0
24686,110,64,1
25017,57,67,1
24641,65,64,1
1515,107,11,0
1996,76,15,0
24756,52,65,1
24026,90,59,1
19057,113,20,1
7081,41,55,0
3042,98,23,0
24667,91,64,1
24659,83,64,1
24771,67,65,1
25024,64,67,1
2101,53,16,0
24501,53,63,1
24677,101,64,1
29130,74,99,1
21105,113,36,1
5754,122,44,0
1763,99,13,0
19902,62,27,1
1878,86,14,0
24526,78,63,1
24880,48,66,1
5344,96,41,0
24557,109,63,1
1606,70,12,0
1888,96,14,0
3011,67,23,0
3660,76,28,0
20341,117,30,1
24505,57,63,1
20024,56,28,1
29373,61,101,1
24551,103,63,1
3885,45,30,0
24519,71,63,1
18671,111,17,1
18649,89,17,1
24643,67,64,1
24668,92,64,1
24811,107,65,1
1495,87,11,0
17890,98,11,1
1864,72,14,0
24909,77,66,1
19756,44,26,1
3447,119,26,0
1531,123,11,0
24895,63,66,1
2273,97,17,0
763,123,5,0
1492,84,11,0
24917,85,66,1
2480,48,19,0
24797,93,65,1
18264,88,14,1
1393,113,10,0
1730,66,13,0
1992,72,15,0
2351,47,18,0
8399,79,65,0
2100,52,16,0
24629,53,64,1
24929,97,66,1
1873,81,14,0
24253,61,61,1
2618,58,20,0
2004,84,15,0
18289,113,14,1
1628,92,12,0
2809,121,21,0
28344,56,93,1
24781,77,65,1
5286,38,41,0
1512,104,11,0
1872,80,14,0
24391,71,62,1
1636,100,12,0
5291,43,41,0
24367,47,62,1
8390,70,65,0
24801,97,65,1
24801,97,65,1
2146,98,16,0
24516,68,63,1
1609,73,12,0
24654,78,64,1
24506,58,63,1
1912,120,14,0
1874,82,14,0
24687,111,64,1
4056,88,31,0
5498,122,42,0
3568,112,27,0
2139,91,16,0
24492,44,63,1
5370,122,41,0
24938,106,66,1
1623,87,12,0
1386,106,10,0
8270,78,64,0
8270,78,64,0
19373,45,23,1
3309,109,25,0
20468,116,31,1
24818,114,65,1
24386,66,62,1
4525,45,35,0
24107,43,60,1
24821,117,65,1
8179,115,63,0
2016,96,15,0
24820,116,65,1
3245,45,25,0
3884,44,30,0
25059,99,67,1
5366,118,41,0
2040,120,15,0
1852,60,14,0
1405,125,10,0
24682,106,64,1
1855,63,14,0
24628,52,64,1
24918,86,66,1
25299,83,69,1
2102,54,16,0
1387,107,10,0
1610,74,12,0
1882,90,14,0
21283,35,38,1
1403,123,10,0
24675,99,64,1
19298,98,22,1
1511,103,11,0
24236,44,61,1
24792,88,65,1
6190,46,48,0
21245,125,37,1
2237,61,17,0
29790,94,104,1
24539,91,63,1
24513,65,63,1
4161,65,32,0
20453,101,31,1
24119,55,60,1
2606,46,20,0
2516,84,19,0
24638,62,64,1
24691,115,64,1
25430,86,70,1
21833,73,42,1
19408,80,23,1
2506,74,19,0
21597,93,40,1
24686,110,64,1
2426,122,18,0
24543,95,63,1
24510,62,63,1
25011,51,67,1
3395,67,26,0
1861,69,14,0
19708,124,25,1
21107,115,36,1
24800,96,65,1
24369,49,62,1
3501,45,27,0
24388,68,62,1
24500,52,63,1
24398,78,62,1
1859,67,14,0
1758,94,13,0
1383,103,10,0
24885,53,66,1
2479,47,19,0
24668,92,64,1
1497,89,11,0
24622,46,64,1
1746,82,13,0
24511,63,63,1
3181,109,24,0
8573,125,66,0
1762,98,13,0
25043,83,67,1
26560,64,79,1
24526,78,63,1
1631,95,12,0
19961,121,27,1
24372,52,62,1
18288,112,14,1
24822,118,65,1
1389,109,10,0
19053,109,20,1
24812,108,65,1
24502,54,63,1
4012,44,31,0
24664,88,64,1
8398,78,65,0
24775,71,65,1
20597,117,32,1
4200,104,32,0
24496,48,63,1
24916,84,66,1
24551,103,63,1
2681,121,20,0
2910,94,22,0
21880,120,42,1
2256,80,17,0
25190,102,68,1
20217,121,29,1
1488,80,11,0
2113,65,16,0
24810,106,65,1
1753,89,13,0
1517,109,11,0
23336,40,54,1
24506,58,63,1
24629,53,64,1
1528,120,11,0
24637,61,64,1
24912,80,66,1
1637,101,12,0
1993,73,15,0
24904,72,66,1
2425,121,18,0
19054,110,20,1
19567,111,24,1
19523,67,24,1
26827,75,81,1
24945,113,66,1
1393,113,10,0
24264,72,61,1
1745,81,13,0
24166,102,60,1
1736,72,13,0
24532,84,63,1
1723,59,13,0
25187,99,68,1
24930,98,66,1
2104,56,16,0
24530,82,63,1
3117,45,24,0
24108,44,60,1
4268,44,33,0
24795,91,65,1
5477,101,42,0
16636,124,1,1
24394,74,62,1
5372,124,41,0
1519,111,11,0
24265,73,61,1
24816,112,65,1
1501,93,11,0
24268,76,61,1
3570,114,27,0
1495,87,11,0
2644,84,20,0
3807,95,29,0
18361,57,15,1
24805,101,65,1
1974,54,15,0
25019,59,67,1
19452,124,23,1
2512,80,19,0
24806,102,65,1
24756,52,65,1
1750,86,13,0
1763,99,13,0
20805,69,34,1
24662,86,64,1
1848,56,14,0
5495,119,42,0
1870,78,14,0
19656,72,25,1
1512,104,11,0
24378,58,62,1
24823,119,65,1
1738,74,13,0
1885,93,14,0
24531,83,63,1
24940,108,66,1
19941,101,27,1
1616,80,12,0
24773,69,65,1
20187,91,29,1
1505,97,11,0
3697,113,28,0
19181,109,21,1
24808,104,65,1
24638,62,64,1
24641,65,64,1
24555,107,63,1
1862,70,14,0
1619,83,12,0
2219,43,17,0
8258,66,64,0
24384,64,62,1
24660,84,64,1
8255,63,64,0
2929,113,22,0
24568,120,63,1
24689,113,64,1
5245,125,40,0
1599,63,12,0
1386,106,10,0
5623,119,43,0
1878,86,14,0
24237,45,61,1
24136,72,60,1
20723,115,33,1
24369,49,62,1
20341,117,30,1
20086,118,28,1
20072,104,28,1
27081,73,83,1
6954,42,54,0
19325,125,22,1
24235,43,61,1
25048,88,67,1
1508,100,11,0
24374,54,62,1
24888,56,66,1
2167,119,16,0
24249,57,61,1
1639,103,12,0
25052,92,67,1
8018,82,62,0
1507,99,11,0
24658,82,64,1
24251,59,61,1
1850,58,14,0
24643,67,64,1
19638,54,25,1
1739,75,13,0
5802,42,45,0
1498,90,11,0
20568,88,32,1
1844,52,14,0
24693,117,64,1
1387,107,10,0
24276,84,61,1
24786,82,65,1
16509,125,0,1
24372,52,62,1
20344,120,30,1
1879,87,14,0
3063,119,23,0
2232,56,17,0
24250,58,61,1
18287,111,14,1
21693,61,41,1
21693,61,41,1
1601,65,12,0
24782,78,65,1
1973,53,15,0
1889,97,14,0
24950,118,66,1
24687,111,64,1
1843,51,14,0
24630,54,64,1
4092,124,31,0
1646,110,12,0
24498,50,63,1
21283,35,38,1
3400,72,26,0
24571,123,63,1
24508,60,63,1
25280,64,69,1
24516,68,63,1
19824,112,26,1
1917,125,14,0
24827,123,65,1
2802,114,21,0
19936,96,27,1
25028,68,67,1
24404,84,62,1
3418,90,26,0
24771,67,65,1
23992,56,59,1
24570,122,63,1
24652,76,64,1
1846,54,14,0
4213,117,32,0
5580,76,43,0
24681,105,64,1
1613,77,12,0
1767,103,13,0
5546,42,43,0
25047,87,67,1
18290,114,14,1
24272,80,61,1
1899,107,14,0
24770,66,65,1
24626,50,64,1
24692,116,64,1
5241,121,40,0
1485,77,11,0
24649,73,64,1
24126,62,60,1
1734,70,13,0
24539,91,63,1
24517,69,63,1
24674,98,64,1
24666,90,64,1
22090,74,44,1
2890,74,22,0
24675,99,64,1
24545,97,63,1
20090,122,28,1
24645,69,64,1
23873,65,58,1
5628,124,43,0
18557,125,16,1
24385,65,62,1
5686,54,44,0
19832,120,26,1
24646,70,64,1
5930,42,46,0
1388,108,10,0
20216,120,29,1
24534,86,63,1
24769,65,65,1
25136,48,68,1
20215,119,29,1
24805,101,65,1
24795,91,65,1
24623,47,64,1
20342,118,30,1
24952,120,66,1
2351,47,18,0
24504,56,63,1
19578,122,24,1
19828,116,26,1
1860,68,14,0
2283,107,17,0
18286,110,14,1
24110,46,60,1
25267,51,69,1
24512,64,63,1
1622,86,12,0
26191,79,76,1
26191,79,76,1
24641,65,64,1
24368,48,62,1
2549,117,19,0
24631,55,64,1
6186,42,48,0
24656,80,64,1
24906,74,66,1
8280,88,64,0
24237,45,61,1
24369,49,62,1
20804,68,34,1
1979,59,15,0
20086,118,28,1
1708,44,13,0
19268,68,22,1
24377,57,62,1
24819,115,65,1
24546,98,63,1
19834,122,26,1
1592,56,12,0
6698,42,52,0
1768,104,13,0
24525,77,63,1
1779,115,13,0
1509,101,11,0
1509,101,11,0
1785,121,13,0
5674,42,44,0
3557,101,27,0
6314,42,49,0
1628,92,12,0
24803,99,65,1
8687,111,67,0
24820,116,65,1
24394,74,62,1
24773,69,65,1
24643,67,64,1
24284,92,61,1
24664,88,64,1
3320,120,25,0
5117,125,39,0
1998,78,15,0
18287,111,14,1
24262,70,61,1
3016,72,23,0
1593,57,12,0
24398,78,62,1
24499,51,63,1
1916,124,14,0
24653,77,64,1
24363,43,62,1
2811,123,21,0
1488,80,11,0
2036,116,15,0
4601,121,35,0
24808,104,65,1
24285,93,61,1
24521,73,63,1
24701,125,64,1
3544,88,27,0
1759,95,13,0
1616,80,12,0
18805,117,18,1
20595,115,32,1
24373,53,62,1
1404,124,10,0
24508,60,63,1
24516,68,63,1
24366,46,62,1
19953,113,27,1
19819,107,26,1
23978,42,59,1
893,125,6,0
24367,47,62,1
1494,86,11,0
24520,72,63,1
4603,123,35,0
1378,98,10,0
24695,119,64,1
24559,111,63,1
24696,120,64,1
24672,96,64,1
1596,60,12,0
24273,81,61,1
1632,96,12,0
3426,98,26,0
3384,56,26,0
2895,79,22,0
2350,46,18,0
24503,55,63,1
24670,94,64,1
1367,87,10,0
24524,76,63,1
24379,59,62,1
24523,75,63,1
24560,112,63,1
24773,69,65,1
19963,123,27,1
24937,105,66,1
2478,46,19,0
24555,107,63,1
8394,74,65,0
24438,118,62,1
2242,66,17,0
24532,84,63,1
23980,44,59,1
3443,115,26,0
21322,74,38,1
29144,88,99,1
24238,46,61,1
1862,70,14,0
2382,78,18,0
6953,41,54,0
18925,109,19,1
29541,101,102,1
24547,99,63,1
24116,52,60,1
24235,43,61,1
2108,60,16,0
23526,102,55,1
1597,61,12,0
5885,125,45,0
1511,103,11,0
24785,81,65,1
1982,62,15,0
24662,86,64,1
3629,45,28,0
24545,97,63,1
24648,72,64,1
24928,96,66,1
5370,122,41,0
3568,112,27,0
24423,103,62,1
24423,103,62,1
24901,69,66,1
24259,67,61,1
24815,111,65,1
24528,80,63,1
24537,89,63,1
24825,121,65,1
1601,65,12,0
24761,57,65,1
26076,92,75,1
24754,50,65,1
1887,95,14,0
24659,83,64,1
1370,90,10,0
18798,110,18,1
24689,113,64,1
3573,117,27,0
1846,54,14,0
20470,118,31,1
20462,110,31,1
29301,117,100,1
19325,125,22,1
4140,44,32,0
24921,89,66,1
24246,54,61,1
24380,60,62,1
1995,75,15,0
24930,98,66,1
23528,104,55,1
24690,114,64,1
24420,100,62,1
1865,73,14,0
21215,95,37,1
3057,113,23,0
24243,51,61,1
24554,106,63,1
12746,74,99,0
25063,103,67,1
24391,71,62,1
24642,66,64,1
1388,108,10,0
1625,89,12,0
24805,101,65,1
24143,79,60,1
24494,46,63,1
4939,75,38,0
24676,100,64,1
19694,110,25,1
3310,110,25,0
1646,110,12,0
24384,64,62,1
24384,64,62,1
23370,74,54,1
24780,76,65,1
24521,73,63,1
1383,103,10,0
1750,86,13,0
24373,53,62,1
1496,88,11,0
2099,51,16,0
24647,71,64,1
24811,107,65,1
3177,105,24,0
24529,81,63,1
18415,111,15,1
20215,119,29,1
2096,48,16,0
24693,117,64,1
24394,74,62,1
24794,90,65,1
23409,113,54,1
1840,48,14,0
27183,47,84,1
1729,65,13,0
24682,106,64,1
18543,111,16,1
24410,90,62,1
1606,70,12,0
21244,124,37,1
698,58,5,0
24366,46,62,1
3570,114,27,0
1374,94,10,0
1765,101,13,0
24692,116,64,1
8303,111,64,0
20851,115,34,1
2368,64,18,0
3833,121,29,0
23978,42,59,1
1604,68,12,0
24257,65,61,1
2875,59,22,0
18669,109,17,1
29547,107,102,1
1512,104,11,0
24518,70,63,1
25039,79,67,1
1842,50,14,0
24107,43,60,1
24806,102,65,1
24400,80,62,1
1615,79,12,0
24544,96,63,1
25703,103,72,1
1983,63,15,0
2491,59,19,0
18762,74,18,1
7640,88,59,0
20469,117,31,1
2517,85,19,0
24555,107,63,1
24532,84,63,1
1848,56,14,0
24795,91,65,1
24911,79,66,1
1377,97,10,0
887,119,6,0
24630,54,64,1
19453,125,23,1
17734,70,10,1
24522,74,63,1
24108,44,60,1
1262,110,9,0
2357,53,18,0
20189,93,29,1
18032,112,12,1
24495,47,63,1
25073,113,67,1
1378,98,10,0
19964,124,27,1
3439,111,26,0
20940,76,35,1
2746,58,21,0
21851,91,42,1
1592,56,12,0
24548,100,63,1
3182,110,24,0
